39.856969,-105.053582
39.85654,-105.05646
39.856604,-105.061363
39.85663,-105.067196
39.856636,-105.074696
39.8566,-105.077051
39.856536,-105.082658
39.856327,-105.089647
39.856383,-105.093797
39.856438,-105.098692
39.856487,-105.101075
39.856527,-105.104176
39.852443,-105.110159
39.85028,-105.110226
39.848524,-105.110189
39.847139,-105.110223
39.844924,-105.110262
39.841017,-105.110247
39.838731,-105.110161
39.836793,-105.110128
39.832973,-105.110022
39.829847,-105.109927
39.826631,-105.109755
39.823796,-105.109704
39.816151,-105.102919
39.81338,-105.102633
39.810568,-105.1003
39.806894,-105.100293
39.803531,-105.100296
39.802094,-105.100718
39.802089,-105.103157
39.802014,-105.107648
39.801972,-105.111838
39.80189,-105.114473
39.800902,-105.119113
39.798197,-105.118044
39.794438,-105.114395
39.792112,-105.113985
39.792474,-105.112258
39.793244,-105.10683
39.792578,-105.105003
39.789922,-105.105006
39.787697,-105.107682
39.785309,-105.109779
39.781593,-105.109774
39.777502,-105.109748
39.772991,-105.109754
39.770735,-105.10982
39.768445,-105.109776
39.764603,-105.109776
39.761661,-105.109736
39.758821,-105.109718
39.754151,-105.109699
39.75039,-105.10971
39.748271,-105.1097
39.745468,-105.109724
39.743973,-105.109681
39.740873,-105.109675
39.740302,-105.110436
39.740334,-105.11377
39.740322,-105.119452
39.739829,-105.123756
39.737482,-105.119769
39.74007,-105.118426
39.740083,-105.114924
39.740086,-105.111444
39.739645,-105.109763
39.736847,-105.10972
39.734585,-105.10973
39.733001,-105.109744
39.729582,-105.109818
39.728474,-105.109831
39.727173,-105.110251
39.725824,-105.113139
39.7258,-105.115262
39.726059,-105.119382
39.729208,-105.119775
39.729193,-105.122932
39.729198,-105.12755
39.728642,-105.128627
39.72235,-105.126295
39.719828,-105.129325
39.710845,-105.126837
39.710857,-105.12341
39.710878,-105.118679
39.710896,-105.11519
39.710872,-105.108332
39.710914,-105.103671
39.710477,-105.100358
39.707439,-105.100347
39.704617,-105.100369
39.699794,-105.100423
39.696095,-105.100476
39.693119,-105.100549
39.688853,-105.100405
39.685511,-105.100385
39.68222,-105.100756
39.682215,-105.104021
39.682211,-105.106009
39.681558,-105.10978
39.680349,-105.109775
39.678171,-105.109764
39.672794,-105.109753
39.668462,-105.109798
39.665037,-105.109719
39.661896,-105.109739
39.660285,-105.112547
39.656612,-105.111588
39.652677,-105.1097
39.650037,-105.109873
39.646026,-105.109923
39.638014,-105.110108
39.633675,-105.110061
39.629764,-105.110049
39.623451,-105.110201
39.618524,-105.110226
39.614113,-105.11016
39.609571,-105.108052
39.609614,-105.105487
39.610256,-105.102677
39.614445,-105.097846
39.613745,-105.092074
