39.627187,-104.795198
39.626817,-104.791368
39.630933,-104.791352
39.634746,-104.791342
39.639078,-104.791304
39.640952,-104.791271
39.644534,-104.791201
39.646331,-104.791164
39.648357,-104.79112
39.651049,-104.791065
39.653505,-104.79102
39.656722,-104.790992
39.659967,-104.790957
39.663687,-104.790915
39.667867,-104.790882
39.671243,-104.790851
39.67416,-104.790864
39.678128,-104.790854
39.680877,-104.790843
39.68613,-104.790853
39.690498,-104.790833
39.691875,-104.790891
39.694079,-104.790916
39.696966,-104.790934
39.700636,-104.790796
39.703799,-104.790779
39.706925,-104.790818
39.709263,-104.79096
39.71177,-104.791019
39.716295,-104.791015
39.719737,-104.790881
39.724315,-104.791018
39.725992,-104.79102
39.729878,-104.791039
39.733125,-104.791058
39.73669,-104.791078
39.739798,-104.791097
39.74003,-104.790657
39.740052,-104.786787
39.740049,-104.783137
39.740008,-104.777386
39.741434,-104.772244
39.745923,-104.772342
39.750877,-104.772255
39.753673,-104.772177
39.756446,-104.77205
39.760856,-104.772029
39.768844,-104.772053
39.775003,-104.771992
39.777557,-104.771972
39.780921,-104.771983
39.784096,-104.771922
39.789788,-104.771957
39.79873,-104.771986
39.810555,-104.771976
39.821148,-104.771839
39.825262,-104.771671
39.847909,-104.673762
